Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Score_class
Tony Hawk's American Wasteland,15,2005,10,Activision,0.4,0.2,0.0,0.03,0.62,77.0,40.0,7.7,15.0,Neversoft Entertainment,6,Average
Wild ARMs 3,7,2002,7,Ubisoft,0.16,0.13,0.29,0.04,0.62,78.0,30.0,8.4,38.0,"Media Vision, Contrail",6,Average
Madden NFL 07,4,2006,10,Electronic Arts,0.48,0.13,0.0,0.02,0.62,82.0,14.0,9.2,5.0,EA Tiburon,1,High
Tiger Woods PGA Tour 2004,15,2003,10,Electronic Arts,0.47,0.13,0.0,0.02,0.62,89.0,18.0,8.2,14.0,EA Sports,1,High
Tak 2: The Staff of Dreams,7,2004,4,THQ,0.3,0.24,0.0,0.08,0.62,71.0,31.0,8.0,10.0,Avalanche Software,1,Average
Just Dance 3,8,2011,3,Ubisoft,0.33,0.2,0.0,0.09,0.62,75.0,5.0,6.0,7.0,Ubisoft,2,Average
LEGO Pirates of the Caribbean: The Video Game,0,2011,0,Disney Interactive Studios,0.29,0.27,0.0,0.06,0.62,71.0,16.0,7.3,20.0,Traveller's Tales,2,Average
Donkey Kong Barrel Blast,12,2007,6,Nintendo,0.19,0.26,0.11,0.06,0.62,46.0,34.0,6.8,26.0,Paon Corporation,1,Low
Viewtiful Joe,4,2003,0,Capcom,0.38,0.1,0.12,0.02,0.62,93.0,52.0,8.3,115.0,Clover Studio,6,High
The Urbz: Sims in the City,3,2004,9,Electronic Arts,0.37,0.22,0.0,0.03,0.62,72.0,6.0,9.2,25.0,Griptonite Games,1,Average
Guitar Hero: Metallica,8,2009,3,Activision,0.28,0.24,0.0,0.1,0.62,86.0,44.0,8.0,48.0,Neversoft Entertainment,6,High
Strike Force Bowling,7,2004,10,Play It,0.3,0.24,0.0,0.08,0.62,48.0,14.0,6.8,4.0,Lab Rats Games,1,Low
Red Steel 2,12,2010,8,Ubisoft,0.35,0.2,0.01,0.06,0.62,80.0,73.0,8.6,178.0,Ubisoft Paris,6,High
XGRA: Extreme G-Racing Association,7,2004,6,Eidos Interactive,0.3,0.24,0.0,0.08,0.62,68.0,23.0,8.6,8.0,Acclaim Studios Cheltenham,6,Average
Mafia III,16,2016,0,Take-Two Interactive,0.28,0.29,0.0,0.05,0.62,67.0,20.0,4.6,274.0,Hangar 13,4,Average
Prince of Persia: The Forgotten Sands,14,2010,0,Ubisoft,0.3,0.26,0.0,0.06,0.62,74.0,69.0,7.8,112.0,Ubisoft Montreal,6,Average
Warriors Orochi 3,8,2011,0,Ubisoft Annecy,0.0,0.04,0.57,0.01,0.62,70.0,17.0,7.9,35.0,Omega Force,6,Average
DJ Hero 2,12,2010,3,Activision,0.48,0.09,0.0,0.04,0.62,88.0,20.0,7.5,17.0,FreeStyleGames,6,High
Tiger Woods PGA Tour 12: The Masters,14,2011,10,Electronic Arts,0.4,0.16,0.0,0.05,0.62,80.0,50.0,6.1,25.0,Electronic Arts,1,High
Wall-E,14,2008,4,THQ,0.29,0.26,0.0,0.07,0.62,50.0,32.0,6.3,6.0,Heavy Iron Studios,1,Low
Harry Potter and the Half-Blood Prince,2,2009,0,Electronic Arts,0.2,0.34,0.0,0.07,0.61,48.0,9.0,4.3,7.0,EA Bright Light,1,Low
NieR,8,2010,7,Square Enix,0.17,0.18,0.2,0.07,0.61,68.0,58.0,8.4,263.0,Cavia Inc.,4,Average
2014 FIFA World Cup Brazil,8,2014,10,Electronic Arts,0.15,0.36,0.01,0.09,0.61,73.0,33.0,4.3,87.0,EA Canada,1,Average
NBA 2K9,8,2008,10,Take-Two Interactive,0.56,0.0,0.0,0.05,0.61,82.0,30.0,7.0,37.0,Visual Concepts,1,High
NFL Fever 2003,15,2002,10,Microsoft Game Studios,0.46,0.13,0.0,0.02,0.61,72.0,25.0,8.6,12.0,Microsoft Game Studios,1,Average
Samurai Warriors 2,7,2006,0,Tecmo Koei,0.02,0.02,0.57,0.01,0.61,58.0,26.0,8.8,13.0,Omega Force,6,Low
Wet,8,2009,8,Bethesda Softworks,0.22,0.27,0.01,0.11,0.61,70.0,61.0,6.4,55.0,Artificial Mind and Movement,4,Average
Cooking Mama 4: Kitchen Magic!,0,2011,9,505 Games,0.5,0.07,0.0,0.05,0.61,56.0,6.0,6.0,7.0,Cooking Mama Limited,1,Low
Scribblenauts: Unlimited,0,2012,0,Warner Bros. Interactive Entertainment,0.56,0.01,0.0,0.05,0.61,73.0,13.0,7.4,21.0,5TH Cell,2,Average
Fire Emblem: Shadow Dragon,2,2008,7,Nintendo,0.29,0.02,0.27,0.03,0.61,81.0,42.0,7.0,106.0,Intelligent Systems,2,High
Plants vs. Zombies: Garden Warfare,9,2014,8,Electronic Arts,0.21,0.29,0.01,0.1,0.61,75.0,23.0,7.6,259.0,PopCap,2,Average
Metroid Prime: Trilogy,12,2009,8,Nintendo,0.42,0.05,0.0,0.14,0.61,91.0,48.0,9.3,316.0,Retro Studios,6,High
Robotech: Battlecry,7,2002,8,TDK Mediactive,0.3,0.23,0.0,0.08,0.61,72.0,20.0,8.5,8.0,Vicious Cycle,6,Average
Disney Universe,8,2011,0,Disney Interactive Studios,0.3,0.22,0.0,0.09,0.61,70.0,29.0,6.9,13.0,Eurocom Entertainment Software,2,Average
Jak and Daxter: The Lost Frontier,10,2009,4,Sony Computer Entertainment,0.18,0.27,0.0,0.15,0.61,71.0,47.0,6.3,28.0,High Impact Games,2,Average
Texas Hold 'Em Poker,3,2004,3,Majesco Entertainment,0.44,0.16,0.0,0.01,0.61,49.0,7.0,6.8,6.0,Skyworks Technologies,1,Low
Time Crisis 3,7,2003,8,Namco Bandai Games,0.3,0.23,0.0,0.08,0.61,81.0,29.0,8.1,12.0,Namco,6,High
Vanquish,8,2010,8,Sega,0.21,0.21,0.11,0.08,0.61,84.0,61.0,8.1,304.0,PlatinumGames,4,High
Tearaway,11,2013,1,Sony Computer Entertainment Europe,0.14,0.34,0.0,0.14,0.61,87.0,82.0,8.9,391.0,Media Molecule,1,High
Half-Life 2,15,2005,8,Electronic Arts,0.37,0.21,0.0,0.03,0.61,90.0,35.0,8.6,115.0,Valve Software,4,High
Tony Hawk: RIDE,14,2009,10,Activision,0.46,0.1,0.0,0.05,0.61,46.0,43.0,3.0,67.0,Robomodo,2,Low
Borderlands: The Pre-Sequel,8,2014,8,Take-Two Interactive,0.26,0.21,0.05,0.1,0.61,77.0,24.0,6.3,130.0,2K Australia,4,Average
Major League Baseball 2K8,14,2008,10,Bethesda Softworks,0.56,0.0,0.0,0.05,0.61,70.0,28.0,5.9,34.0,Kush Games,1,Average
Sacred 2: Fallen Angel,8,2009,7,Deep Silver,0.22,0.22,0.08,0.09,0.61,70.0,45.0,7.1,51.0,"Ascaron Entertainment GmbH, Ascaron Entertainment",4,Average
pro evolution soccer 2011,14,2010,10,Konami Digital Entertainment,0.09,0.44,0.0,0.07,0.61,79.0,43.0,5.9,33.0,Konami,1,High
Major League Baseball 2K9,14,2009,10,Spike,0.56,0.0,0.0,0.05,0.61,64.0,29.0,5.3,26.0,2K Sports,1,Low
Final Fantasy IV Advance,3,2005,7,Nintendo,0.27,0.1,0.22,0.01,0.61,85.0,30.0,7.3,70.0,TOSE,2,High
Dragon Ball Z: Ultimate Tenkaichi,8,2011,2,Namco Bandai Games,0.27,0.18,0.09,0.07,0.61,58.0,26.0,5.4,77.0,Spike,6,Low
Harry Potter and the Goblet of Fire,3,2005,0,Electronic Arts,0.44,0.16,0.0,0.01,0.61,71.0,9.0,6.0,8.0,Magic Pockets,1,Average
Dragon Ball Z: Buu's Fury,3,2004,0,Atari,0.44,0.16,0.0,0.01,0.61,62.0,19.0,8.9,39.0,Webfoot Technologies,1,Low
Spider-Man: Mysterio's Menace,3,2001,0,Activision,0.43,0.16,0.0,0.01,0.61,84.0,8.0,8.7,11.0,Vicarious Visions,1,High
MySims Racing,2,2009,6,Electronic Arts,0.25,0.29,0.0,0.07,0.61,67.0,11.0,7.3,4.0,EA Games,1,Average
Naruto: Ultimate Ninja,7,2003,2,Atari,0.5,0.02,0.0,0.08,0.61,75.0,34.0,7.7,35.0,CyberConnect2,6,Average
Pac-Man Party,12,2010,3,Namco Bandai Games,0.47,0.08,0.01,0.04,0.61,59.0,14.0,5.9,8.0,TOSE,2,Low
Tony Hawk's Underground,3,2003,10,Activision,0.43,0.16,0.0,0.01,0.6,86.0,9.0,7.7,9.0,Vicarious Visions,1,High
Shadow The Hedgehog,7,2005,4,Sega,0.5,0.02,0.0,0.08,0.6,45.0,28.0,6.0,137.0,Sonic Team,2,Low
Wave Race: Blue Storm,4,2001,6,Nintendo,0.4,0.1,0.09,0.02,0.6,80.0,21.0,8.3,29.0,Nintendo,1,High
Aliens: Colonial Marines,8,2013,8,Sega,0.2,0.29,0.0,0.11,0.6,43.0,25.0,3.6,295.0,Gearbox Software,4,Low
Backyard Wrestling: Don't Try This at Home,7,2003,2,Eidos Interactive,0.3,0.23,0.0,0.08,0.6,51.0,24.0,7.8,29.0,Paradox Development,4,Low
Yakuza: Dead Souls,8,2011,8,Sega,0.09,0.06,0.42,0.03,0.6,64.0,55.0,7.4,69.0,Ryu ga Gotoku Studios,4,Low
Fight Night Round 2,15,2005,2,Electronic Arts,0.42,0.16,0.0,0.02,0.6,88.0,48.0,8.8,27.0,EA Sports,6,High
Dead Island: Riptide,8,2013,0,Deep Silver,0.26,0.19,0.07,0.09,0.6,62.0,25.0,5.9,140.0,Techland,4,Low
Kinect Sports Rivals,16,2014,10,Microsoft Game Studios,0.3,0.23,0.02,0.05,0.6,60.0,53.0,5.1,144.0,Microsoft Game Studios,2,Low
NBA 2K8,7,2007,10,Take-Two Interactive,0.5,0.02,0.0,0.08,0.6,72.0,7.0,6.0,9.0,Visual Concepts,1,Average
Dynasty Warriors 8,8,2013,0,Tecmo Koei,0.12,0.1,0.34,0.05,0.6,68.0,26.0,8.5,75.0,Omega Force,6,Average
Disney Infinity,13,2013,0,Disney Interactive Studios,0.33,0.22,0.0,0.05,0.6,71.0,10.0,7.6,58.0,Avalanche Software,2,Average
Secret Agent Clank,7,2009,4,Sony Computer Entertainment,0.13,0.18,0.0,0.29,0.6,61.0,9.0,6.7,14.0,Sanzaru Games,2,Low
Call of Juarez: Bound in Blood,14,2009,8,Ubisoft,0.3,0.24,0.0,0.06,0.6,77.0,77.0,7.6,94.0,Techland,4,Average
Fighters Uncaged,14,2010,2,Ubisoft,0.31,0.23,0.0,0.06,0.6,32.0,38.0,4.6,23.0,Ubisoft,6,Low
Rayman Arena,7,2001,6,Ubisoft,0.29,0.23,0.0,0.08,0.6,63.0,10.0,8.6,8.0,Ubisoft,1,Low
Jaws Unleashed,7,2006,0,THQ,0.5,0.02,0.0,0.08,0.6,52.0,29.0,7.5,39.0,Appaloosa Interactive,4,Low
Half-Life,7,2001,8,Vivendi Games,0.29,0.23,0.0,0.08,0.6,87.0,24.0,8.6,94.0,Gearbox Software,4,High
Split/Second,14,2010,6,Disney Interactive Studios,0.32,0.23,0.0,0.06,0.6,82.0,78.0,8.1,101.0,Black Rock Studio,2,High
The Golden Compass,2,2007,0,Sega,0.28,0.25,0.0,0.06,0.6,43.0,7.0,4.9,8.0,Artificial Mind and Movement,2,Low
Muramasa: The Demon Blade,12,2009,7,Rising Star Games,0.32,0.12,0.11,0.04,0.6,81.0,58.0,8.7,101.0,Vanillaware,6,High
Okami,12,2008,0,Capcom,0.43,0.09,0.04,0.05,0.6,90.0,44.0,8.9,236.0,Ready at Dawn,6,High
LEGO The Hobbit,9,2014,0,Warner Bros. Interactive Entertainment,0.13,0.38,0.0,0.09,0.6,72.0,47.0,6.6,88.0,TT Games,2,Average
WWE 2K17,9,2016,10,Take-Two Interactive,0.17,0.34,0.0,0.09,0.6,69.0,50.0,6.9,88.0,Yuke's,6,Average
Just Dance 2014,13,2013,3,Ubisoft,0.31,0.23,0.0,0.05,0.6,72.0,13.0,7.6,45.0,Ubisoft,2,Average
NHL 15,9,2014,10,Electronic Arts,0.31,0.19,0.0,0.1,0.6,60.0,28.0,3.6,306.0,EA Sports,2,Low
Total War: Shogun 2,5,2011,11,Sega,0.19,0.31,0.0,0.09,0.6,90.0,62.0,8.3,1180.0,Creative Assembly,6,High
SimCity DS,2,2007,9,Electronic Arts,0.33,0.02,0.21,0.03,0.6,69.0,27.0,6.3,18.0,Aki Corp.,1,Average
Hot Wheels: Stunt Track Challenge,7,2004,6,THQ,0.29,0.23,0.0,0.08,0.59,62.0,8.0,8.1,8.0,Climax Group,1,Low
Monopoly,14,2008,3,Electronic Arts,0.34,0.2,0.0,0.06,0.59,56.0,9.0,5.8,17.0,EA Bright Light,1,Low
Tony Hawk: RIDE,8,2009,10,Activision,0.38,0.14,0.0,0.07,0.59,44.0,29.0,2.1,31.0,Robomodo,2,Low
Medal of Honor: Frontline,4,2002,8,Electronic Arts,0.46,0.12,0.0,0.02,0.59,80.0,16.0,7.9,16.0,Dreamworks Games,6,High
Dead Space,5,2008,0,Electronic Arts,0.0,0.53,0.0,0.06,0.59,86.0,28.0,8.0,1093.0,EA Redwood Shores,4,High
NHL 11,8,2010,10,Electronic Arts,0.4,0.12,0.0,0.07,0.59,88.0,38.0,7.1,54.0,Electronic Arts,2,High
Yakuza 5,8,2012,0,Sega,0.0,0.0,0.59,0.0,0.59,83.0,34.0,8.5,180.0,Ryu ga Gotoku Studios,4,High
2002 FIFA World Cup,7,2002,10,Electronic Arts,0.21,0.17,0.16,0.06,0.59,73.0,19.0,5.6,18.0,EA Sports,1,Average
MVP Baseball 2004,15,2004,10,Electronic Arts,0.44,0.13,0.0,0.02,0.59,90.0,31.0,8.5,19.0,EA Sports,1,High
Crash Bandicoot: The Wrath of Cortex,4,2002,4,Universal Interactive,0.46,0.12,0.0,0.02,0.59,62.0,11.0,7.3,22.0,Traveller's Tales,1,Low
WWE 2K16,16,2015,10,Take-Two Interactive,0.32,0.22,0.0,0.05,0.59,72.0,18.0,5.7,75.0,Yuke's,6,Average
Assassin's Creed: Brotherhood,5,2011,0,Ubisoft,0.15,0.34,0.0,0.1,0.59,88.0,24.0,8.2,1102.0,Ubisoft Montreal,4,High
Dead or Alive Xtreme Beach Volleyball,15,2003,10,Microsoft Game Studios,0.36,0.08,0.14,0.02,0.59,73.0,42.0,7.8,47.0,Team Ninja,4,Average
Silent Hill: Shattered Memories,7,2010,0,Konami Digital Entertainment,0.13,0.22,0.01,0.23,0.59,77.0,8.0,6.8,82.0,Climax Group,4,Average
Blur,14,2010,6,Activision,0.25,0.27,0.0,0.06,0.59,82.0,78.0,8.3,169.0,Bizarre Creations,2,High
Asphalt: Urban GT,2,2004,6,Ubisoft,0.31,0.22,0.0,0.06,0.59,60.0,38.0,7.5,13.0,Gameloft,1,Low
Mega Man Anniversary Collection,7,2004,4,Capcom,0.29,0.22,0.0,0.08,0.59,81.0,26.0,9.0,20.0,Atomic Planet Entertainment,1,High
Metal Gear Solid V: Ground Zeroes,8,2014,0,Konami Digital Entertainment,0.14,0.12,0.27,0.05,0.59,66.0,5.0,5.9,242.0,Kojima Productions,4,Low
Harvest Moon: Friends of Mineral Town,3,2003,9,Ubisoft,0.34,0.13,0.11,0.01,0.59,81.0,25.0,9.6,116.0,TOSE,1,High
Naruto: The Broken Bond,14,2008,0,Ubisoft,0.24,0.28,0.0,0.06,0.59,80.0,34.0,7.8,46.0,Ubisoft Montreal,6,High
WarioWare D.I.Y.,2,2009,3,Nintendo,0.17,0.18,0.2,0.04,0.59,82.0,53.0,8.7,39.0,Intelligent Systems,1,High
Iron Man,12,2008,0,Sega,0.3,0.22,0.0,0.06,0.59,44.0,14.0,7.0,8.0,Artificial Mind and Movement,6,Low
The Fight: Lights Out,8,2010,2,Sony Computer Entertainment,0.29,0.21,0.0,0.09,0.59,48.0,39.0,7.5,77.0,Coldwood Interactive,6,Low
Mega Man X7,7,2003,0,Capcom,0.22,0.17,0.14,0.06,0.58,58.0,30.0,5.1,38.0,"Valuewave Co.,Ltd.",1,Low
Deus Ex: Human Revolution,5,2011,8,Square Enix,0.25,0.25,0.0,0.08,0.58,90.0,52.0,8.5,3069.0,Nixxes Software,4,High
Final Fantasy Anniversary Edition,10,2007,7,Square Enix,0.39,0.02,0.13,0.04,0.58,67.0,34.0,7.7,47.0,TOSE,2,Average
SoulCalibur V,14,2012,2,Namco Bandai Games,0.39,0.13,0.02,0.04,0.58,77.0,56.0,6.2,124.0,Project Soul,6,Average
Romancing SaGa,7,2005,7,Square Enix,0.06,0.04,0.47,0.01,0.58,58.0,23.0,8.0,35.0,Square Enix,2,Low
Lost: Via Domus,14,2008,0,Ubisoft,0.18,0.34,0.0,0.07,0.58,55.0,50.0,6.4,58.0,Ubisoft Montreal,6,Low
Top Spin 3,12,2008,0,Take-Two Interactive,0.15,0.37,0.0,0.07,0.58,68.0,18.0,5.7,29.0,Pam Development,1,Average
Game Party in Motion,14,2010,3,Warner Bros. Interactive Entertainment,0.36,0.17,0.0,0.05,0.58,33.0,6.0,3.7,9.0,Farsight Studios,1,Low
The Lord of the Rings: The Third Age,7,2004,7,Electronic Arts,0.49,0.02,0.0,0.08,0.58,73.0,35.0,8.2,60.0,EA Games,6,Average
Call of Duty: Black Ops,2,2010,8,Activision,0.5,0.04,0.0,0.04,0.58,74.0,13.0,6.0,54.0,n-Space,6,Average
NCAA Football 09,8,2008,10,Electronic Arts,0.54,0.0,0.0,0.04,0.58,81.0,20.0,7.3,25.0,EA Tiburon,1,High
MLB 11: The Show,8,2011,10,Sony Computer Entertainment,0.54,0.0,0.0,0.04,0.58,90.0,30.0,7.8,87.0,SCEA San Diego Studios,1,High
Kinect Rush: A Disney Pixar Adventure,14,2012,1,Microsoft Game Studios,0.38,0.15,0.0,0.05,0.58,68.0,31.0,5.1,15.0,Asobo Studio,1,Average
Skylanders SWAP Force,13,2013,4,Activision,0.38,0.15,0.0,0.05,0.58,89.0,7.0,6.0,96.0,Vicarious Visions,2,High
Terminator 3: Rise of the Machines,7,2003,0,Atari,0.28,0.22,0.0,0.07,0.58,38.0,21.0,6.3,23.0,Black Ops Entertainment,6,Low
Guitar Hero: Smash Hits,12,2009,3,Activision,0.31,0.21,0.0,0.06,0.58,74.0,17.0,7.7,6.0,Beenox,6,Average
Tom Clancy's HAWX,14,2009,0,Ubisoft,0.31,0.19,0.02,0.06,0.58,73.0,64.0,7.3,51.0,Ubisoft Romania,6,Average
Alice: Madness Returns,8,2011,1,Electronic Arts,0.22,0.24,0.04,0.08,0.58,70.0,51.0,7.9,181.0,Spicy Horse,4,Average
Shin Megami Tensei IV,0,2013,7,Atlus,0.28,0.0,0.27,0.03,0.58,83.0,48.0,8.3,251.0,Atlus,4,High
NBA 2K7,14,2006,10,Take-Two Interactive,0.53,0.0,0.0,0.04,0.58,84.0,46.0,7.8,67.0,"Kush Games, Visual Concepts",1,High
NHL 12,8,2011,10,Electronic Arts,0.36,0.15,0.0,0.07,0.58,86.0,33.0,7.5,52.0,Electronic Arts,2,High
Unreal Tournament,7,2000,8,Infogrames,0.28,0.22,0.0,0.07,0.58,77.0,23.0,6.8,13.0,Epic Games,4,Average
Digimon World 2,6,2000,7,Namco Bandai Games,0.23,0.16,0.16,0.04,0.58,42.0,5.0,7.6,47.0,Bandai,1,Low
Prince of Persia: The Two Thrones,15,2005,0,Ubisoft,0.33,0.22,0.0,0.03,0.58,85.0,46.0,8.4,28.0,Ubisoft,4,High
JoJo's Bizarre Adventure: All Star Battle,8,2013,2,Namco Bandai Games,0.05,0.02,0.5,0.01,0.58,71.0,53.0,8.3,55.0,CyberConnect2,6,Average
Contra: Shattered Soldier,7,2002,8,Konami Digital Entertainment,0.28,0.22,0.0,0.07,0.58,78.0,33.0,6.6,25.0,KCET,6,Average
Final Fantasy: The 4 Heroes of Light,2,2009,7,Square Enix,0.22,0.1,0.23,0.03,0.58,71.0,49.0,7.1,38.0,Matrix Software,2,Average
Rayman Legends,8,2013,4,Ubisoft,0.14,0.34,0.0,0.1,0.58,91.0,23.0,8.7,310.0,Ubisoft Montpellier,2,High
FIFA Soccer,11,2012,10,Electronic Arts,0.16,0.32,0.02,0.08,0.58,79.0,45.0,7.2,79.0,Electronic Arts,1,High
Tenchu 2: Birth of the Stealth Assassins,6,2000,0,Activision,0.32,0.22,0.0,0.04,0.58,77.0,14.0,8.7,32.0,Acquire,4,Average
Tony Hawk's Pro Skater 4,4,2002,10,Activision,0.45,0.12,0.0,0.02,0.58,91.0,19.0,8.6,21.0,Neversoft Entertainment,6,High
Naruto: Uzumaki Chronicles 2,7,2006,0,Namco Bandai Games,0.28,0.22,0.0,0.07,0.58,52.0,22.0,6.9,17.0,Cavia Inc.,6,Low
NHL 06,7,2005,10,Electronic Arts,0.48,0.02,0.0,0.08,0.58,78.0,27.0,8.5,29.0,EA Canada,2,Average
Parasite Eve II,6,1999,7,SquareSoft,0.32,0.22,0.0,0.04,0.58,79.0,14.0,9.0,77.0,SquareSoft,4,High
Skate it,12,2008,10,Electronic Arts,0.5,0.03,0.0,0.04,0.58,70.0,37.0,8.4,25.0,Electronic Arts,1,Average
Phineas and Ferb: Across the 2nd Dimension,12,2011,0,Disney Interactive Studios,0.35,0.18,0.0,0.05,0.57,76.0,4.0,8.3,6.0,High Impact Games,2,Average
Far Cry Instincts,15,2005,8,Ubisoft,0.32,0.24,0.0,0.02,0.57,85.0,56.0,5.7,73.0,Ubisoft Montreal,4,High
Tony Hawk's Pro Skater 4,3,2002,10,Activision,0.41,0.15,0.0,0.01,0.57,85.0,13.0,8.8,4.0,Vicarious Visions,1,High
ATV Offroad Fury: Blazin' Trails,10,2005,6,SouthPeak Games,0.53,0.0,0.0,0.04,0.57,63.0,32.0,7.8,16.0,Climax Group,1,Low
Tales of the Abyss,7,2005,7,Namco Bandai Games,0.0,0.0,0.57,0.0,0.57,78.0,22.0,8.4,109.0,Namco,6,Average
Payday 2,14,2013,8,505 Games,0.33,0.19,0.0,0.05,0.57,75.0,18.0,6.3,203.0,Overkill Software,4,Average
Blacksite: Area 51,14,2007,8,Midway Games,0.29,0.22,0.0,0.06,0.57,62.0,48.0,6.1,65.0,Midway Studios - Austin,6,Low
Spyro Orange: The Cortex Conspiracy,3,2004,0,Vivendi Games,0.41,0.15,0.0,0.01,0.57,60.0,25.0,7.0,12.0,Vicarious Visions,1,Low
XCOM: Enemy Unknown,8,2012,11,Take-Two Interactive,0.24,0.23,0.0,0.1,0.57,89.0,20.0,8.2,296.0,Firaxis Games,4,High
Skylanders: Spyro's Adventure,0,2011,0,Activision,0.32,0.2,0.0,0.05,0.57,82.0,8.0,4.9,62.0,Vicarious Visions,2,High
The Sims 3: World Adventures,5,2009,9,Electronic Arts,0.02,0.18,0.0,0.38,0.57,81.0,31.0,8.0,72.0,The Sims Studio,6,High
Madden NFL 06,4,2005,10,Electronic Arts,0.44,0.11,0.0,0.02,0.57,86.0,21.0,8.5,11.0,EA Sports,1,High
Titanfall 2,16,2016,8,Electronic Arts,0.37,0.15,0.0,0.05,0.57,87.0,31.0,8.0,261.0,Respawn Entertainment,4,High
BlazBlue: Calamity Trigger,8,2009,2,PQube,0.36,0.1,0.06,0.06,0.57,87.0,50.0,8.4,112.0,Arc System Works,6,High
Iron Man,14,2008,0,Sega,0.27,0.24,0.0,0.06,0.57,45.0,43.0,5.9,52.0,Secret Level,6,Low
Naruto: Ultimate Ninja 2,7,2004,2,Namco Bandai Games,0.47,0.02,0.0,0.08,0.57,73.0,27.0,7.9,27.0,CyberConnect2,6,Average
NHL 10,8,2009,10,Electronic Arts,0.38,0.12,0.0,0.07,0.57,88.0,35.0,7.9,40.0,EA Canada,2,High
Rock Band 3,8,2010,3,MTV Games,0.43,0.08,0.0,0.05,0.57,91.0,34.0,8.0,95.0,Harmonix Music Systems,6,High
Blood Wake,15,2001,8,Microsoft Game Studios,0.43,0.12,0.0,0.02,0.57,71.0,30.0,7.5,13.0,Stormfront Studios,6,Average
Dynasty Warriors 5: Xtreme Legends,7,2005,0,Tecmo Koei,0.11,0.08,0.35,0.03,0.57,57.0,22.0,9.1,26.0,Omega Force,6,Low
WWE 2K15,16,2014,10,Take-Two Interactive,0.29,0.23,0.0,0.05,0.57,56.0,25.0,5.7,63.0,Yuke's,6,Low
FIFA World Cup Germany 2006,7,2006,10,Electronic Arts,0.47,0.02,0.0,0.08,0.57,77.0,28.0,8.1,33.0,EA Canada,1,Average
Wreckless: ThE YaKuza MisSiOns,15,2002,6,Activision,0.42,0.11,0.02,0.02,0.57,74.0,36.0,5.2,13.0,Bunkasha Publishing,6,Average
Defiance,14,2013,8,Trion Worlds,0.38,0.14,0.0,0.05,0.57,60.0,27.0,7.2,249.0,Trion Worlds,4,Low
Disgaea 4: A Promise Unforgotten,8,2011,7,Nippon Ichi Software,0.27,0.11,0.14,0.05,0.57,80.0,39.0,7.8,126.0,Nippon Ichi Software,6,High
SpongeBob SquarePants: Battle for Bikini Bottom,15,2003,4,THQ,0.45,0.1,0.0,0.02,0.57,70.0,8.0,8.9,17.0,Heavy Iron Studios,1,Average
Doom 3 BFG Edition,8,2012,8,Bethesda Softworks,0.26,0.21,0.0,0.1,0.57,67.0,16.0,6.4,107.0,id Software,4,Average
Spider-Man 3,14,2007,4,Activision,0.49,0.04,0.0,0.04,0.57,63.0,61.0,7.0,53.0,Treyarch,6,Low
Pro Evolution Soccer 2012,10,2011,0,Konami Digital Entertainment,0.1,0.11,0.29,0.06,0.57,74.0,4.0,6.3,8.0,Konami,1,Average
The Conduit,12,2009,8,Sega,0.28,0.23,0.0,0.06,0.57,69.0,79.0,8.2,258.0,High Voltage Software,6,Average
Just Dance 2016,13,2015,3,Ubisoft,0.27,0.25,0.0,0.05,0.57,73.0,7.0,6.9,11.0,Ubisoft,2,Average
Disney Universe,14,2011,0,Disney Interactive Studios,0.37,0.14,0.0,0.05,0.57,66.0,31.0,5.3,13.0,Eurocom Entertainment Software,2,Low
RalliSport Challenge,15,2002,6,Microsoft Game Studios,0.39,0.16,0.0,0.02,0.57,87.0,32.0,8.3,19.0,Digital Illusions,1,High
Resident Evil Outbreak File #2,7,2004,0,Capcom,0.19,0.15,0.17,0.05,0.57,58.0,35.0,7.7,70.0,Capcom,4,Low
Top Spin 3,8,2008,0,Take-Two Interactive,0.08,0.36,0.0,0.12,0.57,75.0,36.0,7.5,20.0,Pam Development,1,Average
XIII,7,2003,8,Ubisoft,0.28,0.22,0.0,0.07,0.57,73.0,37.0,8.6,35.0,Ubisoft Paris,4,Average
Tomb Raider: Anniversary,10,2007,0,Eidos Interactive,0.21,0.22,0.0,0.13,0.57,78.0,32.0,8.2,28.0,Crystal Dynamics,6,Average
Rune Factory 4,0,2012,7,Xseed Games,0.32,0.0,0.21,0.03,0.57,78.0,33.0,8.1,122.0,Neverland,2,Average
3D Dot Game Heroes,8,2009,7,SouthPeak Games,0.36,0.11,0.03,0.07,0.57,77.0,66.0,8.0,96.0,Silicon Studio,2,Average
Up,12,2009,0,THQ,0.22,0.28,0.0,0.06,0.56,62.0,6.0,8.0,4.0,Asobo Studio,2,Low
Breath of Fire IV,6,2000,7,Capcom,0.11,0.08,0.34,0.04,0.56,83.0,10.0,8.9,45.0,Capcom,6,High
True Crime: Streets of LA,4,2003,0,Activision,0.44,0.11,0.0,0.02,0.56,77.0,29.0,7.3,29.0,Exakt,4,Average
Odin Sphere,7,2007,7,Square Enix,0.23,0.18,0.09,0.06,0.56,83.0,49.0,8.6,59.0,Vanilla Ware,6,High
Titanfall,5,2014,8,Electronic Arts,0.22,0.3,0.0,0.04,0.56,86.0,29.0,6.2,1727.0,Respawn Entertainment,4,High
